date,ls_ret_gross,ls_ret_net,cum_gross,cum_net
2020-02-14,0.03696470830811793,0.03696470830811793,0.03696470830811793,0.03696470830811793
2020-02-17,0.021831345469984907,0.021831345469984907,0.059603043095374675,0.059603043095374675
2020-02-18,0.008912483171335394,0.008912483171335394,0.0690467373852579,0.0690467373852579
2020-02-19,0.036391986008763276,0.036391986008763276,0.10795147129489635,0.10795147129489635
2020-02-20,0.01851339121873403,0.01851339121873403,0.12846341033435071,0.12846341033435071
2020-02-21,-0.0010948706966166233,-0.0012059818077277344,0.12722788881417157,0.12710250399080114
2020-02-24,0.005085650250513599,0.004985650250513599,0.1329605756093053,0.13272184287217748
2020-02-25,-0.0003211108525162931,-0.00041201994342538405,0.13259676967300393,0.13225513888256057
2020-02-26,0.01524153571980516,0.01524153571980516,0.14985928379411106,0.14951244602577218
2020-02-27,-0.010563698888865082,-0.010745517070683264,0.13771251655554395,0.13716034041403935
2020-02-28,0.03872734307988763,0.03872734307988763,0.1817730995104727,0.1811995390540957
2020-03-02,0.016097660757554123,0.016097660757554123,0.20079688195879553,0.20021408852076772
2020-03-03,0.008797873843165186,0.008797873843165186,0.21136134143753504,0.21077342065636273
2020-03-04,0.009761935529981029,0.009761935529981029,0.2231865727561595,0.22259291273022463
2020-03-05,-0.006176842366201549,-0.006176842366201549,0.21563114211179046,0.21504114903025484
2020-03-06,-0.026892989119376414,-0.02697632245270975,0.18293918703380285,0.18226380720070368
2020-03-09,0.015974437231941568,0.015974437231941568,0.20183597482627813,0.20114980618042755
2020-03-10,-0.019245673567106575,-0.019245673567106575,0.17870583197356615,0.17803286910548577
2020-03-11,-0.015551861123519603,-0.015551861123519603,0.16037476256923067,0.15971226552621598
2020-03-12,-0.012807507160871034,-0.012807507160871034,0.14551325448833108,0.14485924238093895
2020-03-13,-0.03873388470317895,-0.03881080778010203,0.10114307616301677,0.10042633038961912
2020-03-16,0.0004942139662978882,0.00042278539486931684,0.10168727645014863,0.10089157457023745
2020-03-17,-0.0174728613062566,-0.0174728613062566,0.08243764746586768,0.08165584877454535
2020-03-18,-0.012264254304492872,-0.012330920971159539,0.0691623568885893,0.06831803598531394
2020-03-19,0.006400467235877914,0.006337967235877914,0.07600549552368885,0.07508900069488633
2020-03-20,-0.045808530997188956,-0.046008530997188955,0.026715264428846197,0.02562573508167887
2020-03-23,0.02645249602667068,0.026302496026670678,0.05387444588167245,0.05260225190351586
2020-03-24,0.026025449321554574,0.025875449321554573,0.08130200186424741,0.07983880812839939
2020-03-25,-0.0019440052795054897,-0.0021440052795054895,0.07919994506388361,0.07752362802275714
2020-03-26,0.006386616809169937,0.0060366168091699375,0.08609238157348398,0.08402822526795695
2020-03-27,-0.015058708474730642,-0.015308708474730643,0.06973723302274304,0.06743315318895005
2020-03-30,-0.0029741009150505036,-0.0031741009150505037,0.06655572653914654,0.06404501264065776
2020-03-31,0.0012996076716246085,0.0009496076716246085,0.06794183054357195,0.06505543794761537
2020-04-01,0.019343348229954822,0.019343348229954822,0.08859940126111154,0.08565717616804314
2020-04-02,-0.003831196214343674,-0.0038811962143436743,0.0844287633560632,0.08144352764582474
2020-04-03,0.026273095773427492,0.02622309577342749,0.11292006411517641,0.10980232484483454
2020-04-07,-0.0033497660012135277,-0.0033497660012135277,0.10919204232233515,0.10608474674900159
2020-04-08,0.006838708265998644,0.006838708265998644,0.11677748311074487,0.11364893764948891
2020-04-09,-0.010774813641775455,-0.010774813641775455,0.1047444138508955,0.10164957788395435
2020-04-10,-0.008885371974398149,-0.008935371974398148,0.0949283487971917,0.09180592912012253
2020-04-13,0.0242639359518824,0.0242639359518824,0.12149562012430715,0.11829743825617856
2020-04-14,-0.004098058317935693,-0.004098058317935693,0.11689966566972831,0.11371459013740659
2020-04-15,0.005947309676799328,0.005897309676799328,0.1235422138593798,0.12028250996701662
2020-04-16,0.0013705371106922716,0.0013205371106922714,0.1250820701589035,0.12176188459588766
2020-04-17,0.007902406786669192,0.007852406786669193,0.13397292634568703,0.13057041523151525
2020-04-20,-0.014821526345624069,-0.01502152634562407,0.1171657167426301,0.11358752195353183
2020-04-21,0.009219153421930582,0.00906915342193058,0.12746503888300142,0.12368681803887571
2020-04-22,-0.004261449936534517,-0.004361449936534517,0.12266040306460857,0.11878591423765528
2020-04-23,-0.0072430862834915455,-0.007343086283491546,0.11452887689815228,0.11057057273665327
2020-04-24,0.008851310199699092,0.008701310199699091,0.12439391771410024,0.12023399178869232
2020-04-27,0.015108141318633517,0.014858141318633517,0.14138141992073683,0.13687858674862552
2020-04-28,-0.0007404040684495017,-0.0009404040684495016,0.14053633647377484,0.13580946150031403
2020-04-29,0.029406274963153144,0.029206274963153145,0.17407526158958997,0.16898222493864323
2020-04-30,0.014753203872357063,0.014403203872357063,0.1913966332853121,0.18581931424759612
2020-05-06,-0.0046112165458827015,-0.0046112165458827015,0.18590284541719782,0.18035124460531038
2020-05-07,0.014280767121038523,0.014280767121038523,0.20283844778077786,0.19720756585054677
2020-05-08,-0.003575101057962898,-0.003575101057962898,0.19853817877355828,0.19292742781527328
2020-05-11,0.0004009639187688652,0.00035096391876886517,0.19901874933851338,0.19334610230014615
2020-05-12,0.0037524140442952714,0.0037524140442952714,0.20351796413290457,0.19782403097412216
2020-05-13,-0.005714223660020684,-0.005714223660020684,0.19664079330699646,0.19097939655578844
2020-05-14,-0.0014959294577347848,-0.0014959294577347848,0.19485070309396146,0.18919777539292548
2020-05-15,-0.0133214784091018,-0.0133214784091018,0.17893352525059525,0.1733559029038767
2020-05-18,0.014808371675562837,0.014808371675562837,0.19639161107328773,0.1907313932217931
2020-05-19,-0.007838531536556637,-0.007838531536556637,0.18701365769981781,0.181397807644456
2020-05-20,-0.00884993568611842,-0.00884993568611842,0.17650866317063008,0.1709425130270812
2020-05-21,-0.022373174533684575,-0.022373174533684575,0.15018642950912153,0.14474481181421495
2020-05-22,-0.006063125616978188,-0.006063125616978188,0.1432127047040641,0.13780408022080137
2020-05-25,0.020201692846788844,0.020201692846788844,0.1663075366230422,0.16078964876924506
2020-05-26,-0.01722838640227877,-0.01722838640227877,0.1462139397182105,0.14079111616848317
2020-05-27,0.0017606640679614315,0.0017606640679614315,0.14823203741606883,0.14279966609577066
2020-05-28,0.014150440794442687,0.014150440794442687,0.16448002687980723,0.15897078511076757
2020-05-29,0.02558210022936939,0.02558210022936939,0.19426987164254528,0.18861969189838224
2020-06-01,-0.007081472619767026,-0.007081472619767026,0.18581268224589587,0.18020251409488797
2020-06-02,0.0028314244506601584,0.0028314244506601584,0.18917022126830996,0.18354416835002696
