date,ls_ret_gross,ls_ret_net,cum_gross,cum_net
2020-02-20,0.016865754902239988,0.016865754902239988,0.01686575490223996,0.01686575490223996
2020-02-21,0.022608772001348348,0.021858772001348347,0.03985584091080363,0.039093191594626875
2020-02-24,0.003704808154371331,0.003054808154371331,0.04370830730958075,0.04226742194946187
2020-02-25,-0.04243831523926349,-0.04293831523926349,-0.0005849148538612514,-0.0024857851778186113
2020-02-26,-0.007134988947000737,-0.008034988947000736,-0.007715730439844748,-0.010500800868390892
2020-02-27,-0.058575558143262874,-0.05927555814326287,-0.06583933536611075,-0.06915391817922867
2020-02-28,0.039800844081600825,0.039100844081600826,-0.0286589524058527,-0.03275705066998569
2020-03-02,0.010067300778711197,0.009417300778711198,-0.018880169921014045,-0.02364823289005713
2020-03-03,0.008164177925664384,0.007364177925664383,-0.010870133061851472,-0.01645820475902271
2020-03-04,0.014280092447390558,0.013580092447390559,0.0032547328805003772,-0.003101616253777806
2020-03-05,-0.011753384239578151,-0.012353384239578151,-0.00853690548521946,-0.015416685036009237
2020-03-06,-0.02652207713281713,-0.02717207713281713,-0.03483256615228203,-0.04216985881389557
2020-03-09,0.0173369382279346,0.0168369382279346,-0.018099517972049894,-0.026042931893891286
2020-03-10,-0.008959639665163522,-0.009459639665163522,-0.026896992478070758,-0.035256214807514175
2020-03-11,-0.024925871865056383,-0.025525871865056383,-0.051152433355063365,-0.059882141050947024
2020-03-12,-0.0025675670625462444,-0.0033675670625462444,-0.05358866311455801,-0.06304805098765531
2020-03-13,-0.0485077518274622,-0.049157751827462196,-0.0994969493708937,-0.10910650237146113
2020-03-16,0.02301438368167581,0.02266438368167581,-0.07877242665719586,-0.08891495032169783
2020-03-17,-0.02333646819991988,-0.02398646819991988,-0.10027062462739955,-0.11076866289322884
2020-03-18,0.021739985322197154,0.021239985322197154,-0.0807105212128496,-0.09188140234504327
2020-03-19,0.003971803583274552,0.003421803583274552,-0.07705928396693618,-0.08877399887354931
2020-03-20,-0.05514589220269365,-0.055545892202693646,-0.12795567320277235,-0.13938886010441076
2020-03-23,0.036089238069002494,0.03548923806900249,-0.09648425788626414,-0.10884642647582066
2020-03-24,0.026516520856749028,0.025866520856749026,-0.07252616386610411,-0.08579538397969111
2020-03-25,-0.01998324364656978,-0.02043324364656978,-0.09106009950938654,-0.10447554964165284
2020-03-26,-0.010154402230777775,-0.010804402230777775,-0.10028984086257142,-0.1141511560108206
2020-03-27,-0.018291649154266836,-0.018691649154266837,-0.11674702343404286,-0.13070913180637922
2020-03-30,0.0046190763513241475,0.004119076351324148,-0.11266721049775041,-0.1271284563487809
2020-03-31,-0.0011817592864935278,-0.0015817592864935278,-0.11371582426195492,-0.12850912901886713
2020-04-01,0.02890641747252634,0.02865641747252634,-0.08809652387877698,-0.10353532279653621
2020-04-02,-0.0037701102831892543,-0.004420110283189255,-0.09153450055137768,-0.10749779553475913
2020-04-03,0.03126645589174944,0.030866455891749436,-0.06313000408369118,-0.07994941560734359
2020-04-07,-0.007313333402162581,-0.008113333402162581,-0.06998164671830986,-0.0874140927453757
2020-04-08,-0.0011867806627805955,-0.0016867806627805955,-0.0710853745160156,-0.08895342500685888
2020-04-09,-0.031621128206745494,-0.032171128206745496,-0.10045870298156556,-0.11826282117327958
2020-04-10,-0.0038785829808773765,-0.0045285829808773765,-0.10394764854677763,-0.12225584115492105
2020-04-13,0.020486154828969417,0.020086154828969416,-0.08559098134004484,-0.10462533608013524
2020-04-14,0.008116060376801886,0.0077660603768018865,-0.07816958253550854,-0.09767180238027484
2020-04-15,0.0022560321699977015,0.0016060321699977015,-0.07608990345842614,-0.0962226342670015
2020-04-16,0.00547682874301913,0.00477682874301913,-0.07102980608572163,-0.0919054445690779
2020-04-17,0.01974035249109471,0.01899035249109471,-0.05269160700413322,-0.07466040886620084
2020-04-20,-0.009011129625758086,-0.009461129625758086,-0.06122792572898761,-0.08341516668576365
2020-04-21,0.020326592713783342,0.01967659271378334,-0.042145888124207276,-0.06537990023300833
2020-04-22,-0.008138495535789315,-0.008738495535789315,-0.04994137953764577,-0.07354707380248116
2020-04-23,-0.015560259939863158,-0.01616025993986316,-0.06472453863014782,-0.08851879391187989
2020-04-24,-0.004675745137547383,-0.0051257451375473825,-0.06909764832091536,-0.09319081427195186
2020-04-27,-0.018567588705177135,-0.019067588705177135,-0.08638226031157481,-0.11048147885949089
2020-04-28,0.015459698103906006,0.014909698103906006,-0.07225800587361886,-0.09721902625145296
2020-04-29,0.04578913490060603,0.04553913490060603,-0.029777502551608714,-0.05610716170221741
2020-04-30,0.026232342578049423,0.025682342578049425,-0.004326293621611743,-0.03186578247208627
2020-05-06,0.0020483581665695525,0.0015983581665695527,-0.002286797253913009,-0.030318357239165206
2020-05-07,0.013676585500041227,0.013226585500041226,0.011358512667963838,-0.01749278008336852
2020-05-08,-0.0011282737911455065,-0.0015782737911455066,0.010217423364668576,-0.01904344547817416
