date,raw_value,state
2015-01-05,,0
2015-01-06,,0
2015-01-07,,0
2015-01-08,,0
2015-01-09,,0
2015-01-12,,0
2015-01-13,,0
2015-01-14,,0
2015-01-15,,0
2015-01-16,,0
2015-01-19,,0
2015-01-20,,0
2015-01-21,,0
2015-01-22,,0
2015-01-23,,0
2015-01-26,,0
2015-01-27,,0
2015-01-28,,0
2015-01-29,,0
2015-01-30,,0
2015-02-02,,0
2015-02-03,,0
2015-02-04,,0
2015-02-05,,0
2015-02-06,,0
2015-02-09,,0
2015-02-10,,0
2015-02-11,,0
2015-02-12,,0
2015-02-13,,0
2015-02-16,,0
2015-02-17,,0
2015-02-25,,0
2015-02-26,,0
2015-02-27,,0
2015-03-02,,0
2015-03-03,,0
2015-03-04,,0
2015-03-05,,0
2015-03-06,,0
2015-03-09,0.4430973720254823,0
2015-03-10,0.5007464657583947,0
2015-03-11,0.5143244066731437,0
2015-03-12,0.5504989826795943,0
2015-03-13,0.7793720641175995,0
2015-03-16,0.6612931912810978,0
2015-03-17,0.6623248907494019,0
2015-03-18,0.6287754393571813,0
2015-03-19,0.6167229324061558,0
2015-03-20,0.6263137833143773,1
2015-03-23,0.33673496939212083,1
2015-03-24,0.23981084479724912,1
2015-03-25,0.17233211615239896,1
2015-03-26,0.1566401157510441,1
2015-03-27,0.14621135920715386,1
2015-03-30,0.16286619856481044,1
2015-03-31,0.2590728759592632,1
2015-04-01,0.20015642533728342,1
2015-04-02,0.21376141661449158,1
2015-04-03,0.3116980825182662,1
2015-04-07,0.23143469751554183,1
2015-04-08,0.10899431478596833,1
2015-04-09,0.012534988670884898,1
2015-04-10,-0.057898371154136326,1
2015-04-13,-0.27475974983505097,1
2015-04-14,-0.12382194167215888,1
2015-04-15,-0.3579174497087967,1
2015-04-16,-0.32448666086820005,1
2015-04-17,-0.32548855752072775,1
2015-04-20,-0.39231568223377894,1
2015-04-21,-0.4013624180839213,0
2015-04-22,-0.4350958217052113,0
2015-04-23,-0.4751711754136718,0
2015-04-24,-0.4434007657766438,0
2015-04-27,-0.448247505262033,0
2015-04-28,-0.5697976237925645,0
2015-04-29,-0.6316927579963726,0
2015-04-30,-0.5663234428358087,0
2015-05-04,-0.5880357650100777,0
2015-05-05,-0.8232737727348167,0
2015-05-06,-0.7667408825981268,0
2015-05-07,-0.7243868781737824,0
2015-05-08,-0.6852935920135618,0
2015-05-11,-0.7030825780230916,0
2015-05-12,-0.6824392086753642,0
2015-05-13,-0.7265198123823969,0
2015-05-14,-0.4204521790350117,0
2015-05-15,-0.42988768321942306,0
2015-05-18,-0.4255071223438439,0
2015-05-19,-0.3679456365289034,0
2015-05-20,-0.27945071339147143,0
2015-05-21,-0.25698179965131973,0
2015-05-22,-0.2672428115002036,0
2015-05-25,-0.29746305415037644,0
2015-05-26,-0.32010397099741633,0
2015-05-27,-0.1329937494408056,0
2015-05-28,-0.37853068943220924,0
2015-05-29,-0.3876044880347591,0
2015-06-01,-0.46421195792738223,0
2015-06-02,-0.2687842807761572,0
2015-06-03,-0.2465674583067233,0
2015-06-04,-0.16176220663124666,0
2015-06-05,-0.09775039136084042,0
2015-06-08,-0.020575653540065946,0
2015-06-09,-0.02093258989584038,0
2015-06-10,-0.016474679797869887,0
2015-06-11,-0.0800645467137355,0
2015-06-12,-0.038285569393615985,0
2015-06-15,-0.09545831151182498,0
2015-06-16,-0.17534753079673326,0
2015-06-17,-0.22116949151999007,0
2015-06-18,-0.2531437962054104,0
2015-06-19,-0.38864029829508345,0
2015-06-23,-0.356206681283973,0
2015-06-24,-0.31691531850926785,0
2015-06-25,-0.4275366900683139,0
2015-06-26,-0.2590783370703407,0
2015-06-29,-0.3158871943891559,0
2015-06-30,-0.25297168661751146,0
2015-07-01,-0.33632062665271184,0
2015-07-02,-0.4066380231220883,0
2015-07-03,-0.49041558848933664,0
2015-07-06,-0.4873402311776286,0
2015-07-07,-0.5353964048704795,0
2015-07-08,-0.5352707950019532,0
2015-07-09,-0.6297066274651074,0
2015-07-10,-0.7095000765891353,0
2015-07-13,-0.8037142122229751,0
2015-07-14,-0.7557687539181288,0
2015-07-15,-0.6875404846921909,0
2015-07-16,-0.6819803128425174,0
2015-07-17,-0.6828399874914514,0
2015-07-20,-0.5140962552824999,0
2015-07-21,-0.5219207839985694,0
2015-07-22,-0.5262837527127754,0
2015-07-23,-0.497592755698747,0
2015-07-24,-0.35720199273964465,0
2015-07-27,-0.3451781522118986,0
2015-07-28,-0.2960905520864593,0
2015-07-29,-0.2842319089794364,0
2015-07-30,-0.20516614376624576,0
2015-07-31,-0.12127301152908568,0
2015-08-03,-0.14617983676840945,0
2015-08-04,-0.10372638024030248,0
2015-08-05,-0.06420734174710159,0
2015-08-06,0.0660287127271299,0
2015-08-07,0.18635627749104408,0
2015-08-10,0.2650758026774724,0
2015-08-11,0.27380515662707705,0
2015-08-12,0.35885085869632116,0
2015-08-13,0.35450088864383833,0
2015-08-14,0.45908382280087734,0
2015-08-17,0.4363702265891521,0
2015-08-18,0.3080221212659305,0
2015-08-19,0.2932896441032352,1
2015-08-20,0.3007122067175731,1
2015-08-21,0.19276202266440232,1
2015-08-24,0.22247425523626324,1
2015-08-25,0.10087926241017364,1
2015-08-26,0.15379397155641641,1
2015-08-27,0.07083580830536836,1
2015-08-28,-0.04430458057996317,1
2015-08-31,-0.04166714797717673,1
2015-09-01,-0.03206822193897445,1
2015-09-02,-0.07200176958749221,1
2015-09-07,-0.11263177890427616,1
2015-09-08,-0.17165212190772972,1
2015-09-09,-0.16283115244680813,1
2015-09-10,-0.16170524228415328,1
2015-09-11,-0.2357817119391909,1
2015-09-14,-0.2453511336688438,1
2015-09-15,-0.32001503381490937,1
2015-09-16,-0.4111983464636595,0
2015-09-17,-0.24232494314528835,0
2015-09-18,-0.22866458944554535,0
2015-09-21,-0.24865987111112564,0
2015-09-22,-0.18489128221599313,0
2015-09-23,-0.08151559627363479,0
2015-09-24,0.10531099577742849,0
2015-09-25,0.05250551125558519,0
2015-09-28,0.13910276093159188,0
2015-09-29,0.2797173652571549,0
2015-09-30,0.2890414127912919,0
2015-10-08,0.26178369593565737,0
2015-10-09,0.2672816856947776,0
2015-10-12,0.24070792947839648,0
2015-10-13,0.2885962787822544,0
2015-10-14,0.28019742148454696,0
2015-10-15,0.27434969509288304,1
