,sz50,hs300,zz500,hs800,zz1000,hs1800
overnight_intraday,0.010224304540368963,0.02579159086315634,0.025622221593011505,0.025992065389308126,0.030903881344190132,0.028284873552428886
ivol,0.011335400992700318,0.018112220838340527,0.033407010153806344,0.027117059274795678,0.051002390800170466,0.038809387863114435
