fcode,f0001a,f0002a,f0003a,f0004a,f0005a,f0006a,f0007a,f0008a,f0009a,f0010a,f0011a,f0012a,f0013a,f0014a,f0015a,f0016a,f0017a,f0018a,f0019a,f0020a,f0021a,f0022a,f0023a,f0024a,f0025a,f0026a,f0027a,f0028a,f0029a,f0030a,f0031a,f0032a,f0033a,f0034a,f0035a,f0036a,f0037a,f0038a,f0039a,f0040a,f0041a,f0042a,f0043a,f0044a,f0045a,f0046a,f0047a,f0048a,f0049a,f0050a,f0051a,f0052a,f0053a,f0054a,f0055a,f0056a,f0057a,f0058a,f0059a
f0025a,-0.27198381247964015,-0.19084633004293883,-0.3006978813763844,0.16292793257958318,0.14540404626101697,0.5433612660075888,-0.5766876397364896,0.08728077012167437,0.1072387716382919,0.02422200315923772,0.004801436845253879,0.11666159144130189,0.00328737454958113,-0.00842956113395657,-0.002553184559611954,0.17887047539254536,0.15040376759680374,0.018903045503039374,0.007944491771054805,0.004738863646325023,-0.023357376193574374,0.017454586330718853,0.036056763027371166,0.028419701980212913,1.0,0.14540404626101697,0.1912337896268099,-0.021789149026753173,-0.3549487274984074,0.12365830638866677,0.02214514706029267,0.14891008879664056,-0.07132735582525636,0.34826984610522815,0.012297614734391654,0.039459923045973025,0.01166737136132324,,,,,,,-0.02538556317447904,,,,-0.03621805837307824,,,,,,,,,,,
f0026a,-0.032838134222932525,-0.438261771705929,-0.220176799479148,0.026247248530374027,1.0,0.3370660694644568,-0.08892622820499121,-0.04632423604884944,0.0633305937390216,-0.00859627989272734,-0.04654113156494442,0.30029830828746795,-0.05978222828595695,-0.010026944757116022,-0.020580389798037585,0.38212059994166864,0.2847581450191392,0.00672253944853653,0.004012298843504687,0.0028187916461293767,-0.015938575606057496,0.006861124852661852,0.24358428654382333,0.23842487662083617,0.14540404626101697,1.0,0.15790879658312082,-0.011224383396823119,-0.051782985810378955,0.34711743938856526,-0.1064028053944416,-0.04600973515960144,-0.40797730781428404,0.12094154720972577,-0.044231599038174925,0.01578875536067676,0.09364541132405675,,,,,,,-0.034783462460169466,,,,-0.1805553908380391,,,,,,,,,,,
f0027a,-0.026100593606179282,-0.19405616451613694,-0.10694897239737239,0.02173224031357574,0.15790879658312082,0.25685230310182866,-0.11767187021874474,0.003636680779717712,0.08078481361413865,0.014090862820406634,0.013950405123135692,0.079489665117763,0.01601051104395094,0.0025072606840665923,-0.008224269272561,0.21134054772205366,0.08129953522424574,0.02193490667674047,0.019350752352336454,0.018444377058173818,0.011929090487244578,0.0218763611174031,0.04949873173206331,0.04942866121797592,0.1912337896268099,0.15790879658312082,1.0,-0.007332042507725485,-0.09749734346090062,0.24329359874653522,-0.0044845195839056705,0.002125316387144373,-0.07143576117603616,0.22474254367275165,-0.03951619000761432,0.017169137913453657,0.014045315053729406,,,,,,,-0.009490174917876997,,,,-0.10804397169855963,,,,,,,,,,,
f0028a,0.1410160973367312,0.0574519778241778,0.13149256096624592,0.006839163385346979,-0.011224383396823119,0.013080012833363871,-0.010017921629314168,0.09258408859008538,-0.06328236373003429,-0.009450059138857662,-0.035212422015480374,-0.038694895662103115,-0.037851444419538485,-0.016312428466402264,0.0018645277036167718,-0.018792264235869945,-0.04496355523283083,-0.013582216460114788,-0.013460714887001726,-0.01347917771713272,-0.0158044418994695,-0.013190392214939062,-0.032384410219137676,-0.034210811959880974,-0.021789149026753173,-0.011224383396823119,-0.007332042507725485,1.0,0.029275062084945635,-0.0182207282523349,0.010712958874235203,-0.11928948281097443,-0.04834415695145478,-0.11993814424294019,0.00818851542776231,-0.10906926339485086,0.014066945416034843,,,,,,,0.0014013441234610954,,,,0.04884365249452999,,,,,,,,,,,
f0029a,0.1700098146840196,0.060865716143346855,0.15397749838272715,-0.059464058692102834,-0.051782985810378955,-0.21513280481182434,0.5215390185597126,-0.052017073668779876,-0.10879332119838922,-0.04815410005517877,-0.044396833542469434,-0.07153113235370319,-0.07448213604986333,-0.04699832494583089,-0.012123965579121937,-0.09266559604435762,-0.0807408937240853,0.02994657697585626,0.0376065507191318,0.03941880809164967,0.04376738482870165,0.031849255642596816,-0.0376356382932639,-0.03513746668721695,-0.3549487274984074,-0.051782985810378955,-0.09749734346090062,0.029275062084945635,1.0,-0.07621470569519034,-0.03894353757714948,-0.09946809437847692,-0.008371951944114928,-0.6,0.04806305143545084,0.03211350631589574,0.013536750494818856,,,,,,,-0.03660051420319026,,,,-0.029869225090841216,,,,,,,,,,,
f0030a,-0.030023104986271906,-0.2734828724575524,-0.14774680078466698,-0.04592405797266778,0.34711743938856526,0.16243348882739003,-0.10648541558348906,-0.01720663596107796,0.0664559610542269,0.00016115341671550987,-0.04329060002946068,0.08808671819996185,-0.03882266888199619,-0.004723627694274551,0.004998045716684857,0.8584049027649322,0.09578597120306338,-0.0739972967658359,-0.0757437029611214,-0.07627188250003583,-0.07129850304479915,-0.07416245186683632,0.045455445353305146,0.05964400188088241,0.12365830638866677,0.34711743938856526,0.24329359874653522,-0.0182207282523349,-0.07621470569519034,1.0,0.032834113344071506,-0.0031672260723702014,-0.07523838807393969,0.15731777421669027,-0.09827157739363246,0.010069669808802108,-0.0020587864516000373,,,,,,,0.010222223113785662,,,,-0.2619068348505752,,,,,,,,,,,
f0031a,0.017242984658888343,0.09559007969905985,0.054694600163949066,-0.06612414235717205,-0.1064028053944416,0.004898089241726166,-0.03435639296587631,0.04530123533896451,0.004397106739033948,-0.01438177115628417,-0.3818904630101061,-0.39248530991929975,-0.35396904960998055,0.03945309848015009,-0.01903760584167691,0.012812606307977554,-0.37889530897586027,-0.019958459457411773,-0.020367757460549283,-0.020459689386474012,-0.015316497755396213,-0.020152603305296887,-0.33161080630667916,-0.3292526990945957,0.02214514706029267,-0.1064028053944416,-0.0044845195839056705,0.010712958874235203,-0.03894353757714948,0.032834113344071506,1.0,0.035665630976929596,0.18766493662505065,0.009002267807627539,-0.13472015440927032,-0.030340087548540184,0.013766096952636378,,,,,,,0.0001742845837972525,,,,0.03295825782792977,,,,,,,,,,,
f0032a,-0.046119893366113295,-0.16393148698175009,-0.10688169486995729,0.014499178387225862,-0.04600973515960144,0.058895778344418996,-0.2108527726780605,0.0001789008610937251,0.11159056205370868,0.003627519479712308,-0.0077386744241413905,0.03254234764974524,-0.003149234613221396,-0.003221479308879236,-0.0008074862345865869,-0.02434582386803296,0.12292050556715527,0.0006114608050830516,-0.0014419725245550634,-0.0018622615795564968,-0.0008883216395009155,0.00036866755406070144,-0.025516301324153758,-0.026113400707646034,0.14891008879664056,-0.04600973515960144,0.002125316387144373,-0.11928948281097443,-0.09946809437847692,-0.0031672260723702014,0.035665630976929596,1.0,0.061361677751450905,0.32889108430341557,-0.006026710176020139,-0.10153252452960308,-0.012709529587607515,,,,,,,-0.0046073006560852035,,,,0.017203821528764405,,,,,,,,,,,
f0033a,0.014438964137881271,0.1012253803772198,0.054710631316023654,-0.05510447838956428,-0.40797730781428404,-0.23016551916464056,0.028218320683704893,0.023737412940951254,0.0029532454441420198,0.0053646462828544055,-0.004156434276854436,-0.1273283638139395,-0.0004360030783006786,0.0015152113543155743,0.00056199339037125,-0.08938484955738431,-0.11399283606284502,-0.01475772309849034,-0.013438448866900758,-0.012720924689401792,0.004938064316556657,-0.01491010428032925,-0.11103846015658492,-0.10526607202444146,-0.07132735582525636,-0.40797730781428404,-0.07143576117603616,-0.04834415695145478,-0.008371951944114928,-0.07523838807393969,0.18766493662505065,0.061361677751450905,1.0,0.06365605241584561,-0.017622226845677432,-0.05358858503471789,-0.012557322768977718,,,,,,,0.018980202301083385,,,,-0.16047214076279967,,,,,,,,,,,
f0034a,-0.20861162274073794,-0.4004187786541536,-0.32756562890368696,0.08812237075796259,0.12094154720972577,0.015447147463412804,-0.18263366028182668,0.06077076541252748,0.07245858449538674,0.009343290574447403,0.05798196894130352,0.1403175001379543,0.05294063136410481,-0.003216313675862424,-0.044643400581377696,0.13378734285224556,0.19155151867088163,0.0881570388680032,0.08526602578757873,0.08470474009544675,0.08276291926420291,0.08637533118483054,0.08995271498449978,0.07687015253791919,0.34826984610522815,0.12094154720972577,0.22474254367275165,-0.11993814424294019,-0.6,0.15731777421669027,0.009002267807627539,0.32889108430341557,0.06365605241584561,1.0,0.09672972556535754,-0.08328055631771612,0.03933417766610241,,,,,,,0.008758271037061416,,,,-0.19076659955159284,,,,,,,,,,,
f0035a,-0.015143085202022582,-0.30632928713143415,-0.1546564531538894,0.5225044808658253,-0.044231599038174925,-0.001042132380767821,-0.0009529046790670824,-0.021068461440402458,0.025120625252416304,0.013852377298023473,0.2785710491086123,0.23871282659107185,0.26335169773606365,-0.011085551628147531,0.007750366120322399,-0.08696271370656838,0.23258672943769482,0.14485270261539543,0.14471446458828605,0.1445647864692278,0.09253167824324623,0.1448350427957149,0.23425275425999206,0.20320968437535508,0.012297614734391654,-0.044231599038174925,-0.03951619000761432,0.00818851542776231,0.04806305143545084,-0.09827157739363246,-0.13472015440927032,-0.006026710176020139,-0.017622226845677432,0.09672972556535754,1.0,0.014517173908476115,0.17923885507006485,,,,,,,-0.04682055207313711,,,,0.02826919553618505,,,,,,,,,,,
f0036a,-0.13476591123629744,0.006259054113742893,-0.11462802099960401,0.02023726858464348,0.01578875536067676,0.028386456124767475,-0.02016136583057273,-0.11907496988407014,-0.1319665876634684,0.005205460784798309,0.011596660709306225,0.01719808561828567,0.014172268905797248,0.012507532389001279,-0.005977757043847131,0.01850403729051767,0.013187032003673627,0.017174336838861933,0.016777317190726667,0.01665205552921054,0.014212120991012095,0.01721829210712705,0.011456417335658038,0.011283060244848939,0.039459923045973025,0.01578875536067676,0.017169137913453657,-0.10906926339485086,0.03211350631589574,0.010069669808802108,-0.030340087548540184,-0.10153252452960308,-0.05358858503471789,-0.08328055631771612,0.014517173908476115,1.0,0.012944534352760361,,,,,,,-0.005490103653080818,,,,0.00018111191985323378,,,,,,,,,,,
f0037a,-0.009037948704238094,-0.2184347048950283,-0.106066735505937,0.13895033573372464,0.09364541132405675,0.021225317450146258,0.006911855332567089,-0.029014563170936297,0.013320707789919208,0.04448841295388258,-0.02932791537924346,0.03453151080155708,-0.05693950706691035,-0.026738520570066298,-0.08695299634685544,-0.013020771313524276,0.03442688268001324,0.17008943616071936,0.16995040878239953,0.16985816509483112,0.1577984495234249,0.16948554933549143,0.023316892922825443,0.006638918485857268,0.01166737136132324,0.09364541132405675,0.014045315053729406,0.014066945416034843,0.013536750494818856,-0.0020587864516000373,0.013766096952636378,-0.012709529587607515,-0.012557322768977718,0.03933417766610241,0.17923885507006485,0.012944534352760361,1.0,,,,,,,-0.03574249266823754,,,,-0.056100075697325245,,,,,,,,,,,
f0038a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0039a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0040a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0041a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0042a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0043a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0044a,0.01931579664670173,0.05354872228150724,0.03945680953368388,-0.034125606919214374,-0.034783462460169466,-0.035054214633359386,0.011952908088335127,0.01870340841000051,-0.001356292075997287,-0.00792929829702782,-0.0011889112533575883,-0.01842227047010611,-0.0035461320062965323,-0.004222359621506673,0.005818481164926594,0.00308208269309461,-0.018270491568252178,-0.014002384291999966,-0.01366643308987301,-0.013526790442851832,-0.006441392940277376,-0.013995264448516362,-0.012321134906459804,-0.00799435665464022,-0.02538556317447904,-0.034783462460169466,-0.009490174917876997,0.0014013441234610954,-0.03660051420319026,0.010222223113785662,0.0001742845837972525,-0.0046073006560852035,0.018980202301083385,0.008758271037061416,-0.04682055207313711,-0.005490103653080818,-0.03574249266823754,,,,,,,1.0,,,,0.05974268368597097,,,,,,,,,,,
f0045a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0046a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0047a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0048a,0.07261319538175057,0.29527121202759055,0.19218015973798036,0.005816781777353953,-0.1805553908380391,-0.10365108810175439,0.006888879645149394,0.11607114904679858,-0.02518051306995435,0.004095926214585859,-0.07398161511235819,-0.1420182049704159,-0.08635259941392515,-0.019446457563841123,0.024945881274569086,-0.2487086100084402,-0.13851429100032578,-0.028789958404205642,-0.028877555072954832,-0.028868397278717945,-0.04016214524625075,-0.028916663812238595,-0.10590350913028582,-0.10498202617512621,-0.03621805837307824,-0.1805553908380391,-0.10804397169855963,0.04884365249452999,-0.029869225090841216,-0.2619068348505752,0.03295825782792977,0.017203821528764405,-0.16047214076279967,-0.19076659955159284,0.02826919553618505,0.00018111191985323378,-0.056100075697325245,,,,,,,0.05974268368597097,,,,1.0,,,,,,,,,,,
f0049a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0050a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0051a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0052a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0053a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0054a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0055a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0056a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0057a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0058a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0059a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
